n,CNB I,CNB II
1154,2.003593844329212e-174,6.153219822575645e-138
1155,6.724205739030503e-175,2.5150838906571265e-138
1156,2.251632193568129e-175,1.0259702186462344e-138
1157,7.52275408553789e-176,4.176832895124801e-139
1158,2.5077084135182674e-176,1.6970214711662463e-139
1159,8.340570391482664e-177,6.881027250448338e-140
1160,2.7677750310768465e-177,2.7844711709400317e-140
1161,9.163890882346655e-178,1.1244845029103367e-140
1162,3.0271983302267475e-178,4.531931192068565e-141
1163,9.977263253262193e-179,1.8227621306203635e-141
1164,3.280872203271348e-179,7.316296656763263e-142
1165,1.0763964308634242e-179,2.9306569730751416e-142
1166,3.5233675626745265e-180,1.171517508812929e-142
1167,1.1506523454146435e-180,4.67348038811578e-143
1168,3.749112471050512e-181,1.860534088846635e-143
1169,1.2187332553440756e-181,7.391594183718203e-144
1170,3.952595553920221e-182,2.93048548325391e-144
1171,1.2789314854902092e-182,1.1594170914012638e-144
1172,4.128582974306744e-183,4.577582332884413e-145
1173,1.3296619228300154e-183,1.80354357468763e-145
1174,4.272337499373975e-184,7.091021135682812e-146
1175,1.3695301515283154e-184,2.782148004114911e-146
1176,4.379827177197526e-185,1.0892777255510414e-146
1177,1.397395294946814e-185,4.2558036383838005e-147
1178,4.447911013329246e-186,1.6592304778436694e-147
1179,1.412423669684095e-186,6.455228612195604e-148
1180,4.4744898658182966e-187,2.5060740659494488e-148
1181,1.4141297705429898e-187,9.70847725194404e-149
1182,4.458612551040735e-188,3.753019643322895e-149
1183,1.4024018050574032e-188,1.4477068046996518e-149
1184,4.400529767471164e-189,5.572473259861528e-150
1185,1.3775099352127568e-189,2.1403288180058053e-150
1186,4.3016917117182355e-190,8.203055511218476e-151
1187,1.3400964908215349e-190,3.137118709025137e-151
1188,4.1646889227065666e-191,1.1971371240498408e-151
1189,1.2911486038555262e-191,4.558395143407378e-152
1190,3.993139642803853e-192,1.7319391614547264e-152
1191,1.2319548764653455e-192,6.566037276901368e-153
1192,3.7915305112286113e-193,2.4838281659246575e-153
1193,1.164048738514e-193,9.375289207999725e-154
1194,3.5650204054966074e-194,3.530938394279725e-154
1195,1.0891419850494223e-194,1.32689131840103e-154
1196,3.31921947039317e-195,4.975282011875731e-155
1197,1.0090525419821697e-195,1.861377971247023e-155
1198,3.059956645377155e-196,6.948376138205978e-156
1199,9.25630747883797e-197,2.587982328353576e-156
1200,2.793049237053771e-197,9.617581348202782e-157
1201,8.4068835051578e-198,3.566106688741629e-157
1202,2.524087298968673e-198,1.319301359710342e-157
1203,7.559340186865207e-199,4.869812067142444e-158
1204,2.2582438864700533e-199,1.793478570136015e-158
1205,6.729185114468528e-200,6.590118930807464e-159
1206,2.0001198392818348e-200,2.416020643448425e-159
1207,5.929917973556823e-201,8.837218654953339e-160
1208,1.7536288546065744e-201,3.225041900575909e-160
1209,5.172734599517282e-202,1.1742407246918491e-160
1210,1.5219255230357563e-202,4.265580400438813e-161
1211,4.466367492090504e-203,1.5459503054188425e-161
1212,1.3073759807237134e-203,5.589931702267601e-162
1213,3.817057251955811e-204,2.016546338966222e-162
1214,1.1115681275852736e-204,7.257679493618802e-163
1215,3.2286415901526347e-205,2.6059877298755334e-163
1216,9.353561649463815e-206,9.335316830634311e-164
1217,2.7027425820157726e-206,3.33629902929462e-164
1218,7.789326436084033e-207,1.1895348488995863e-164
1219,2.2390289776814872e-207,4.231191977163766e-165
1220,6.4192033945670565e-208,1.5014770642156423e-165
1221,1.8355287023545294e-208,5.3154755051121713e-166
1222,5.234760741230886e-209,1.8772841186139766e-166
1223,1.4889670367214027e-209,6.6142310427106275e-167
1224,4.223989989324548e-210,2.3248084436622017e-167
1225,1.1951080506990545e-210,8.151741831883969e-168
1226,3.3723674318038364e-211,2.8514518647662126e-168
1227,9.49080248988775e-212,9.95018135539422e-169
1228,2.663840479680862e-212,3.463715353486434e-169
1229,7.456715969705098e-213,1.2028086574085954e-169
1230,2.0816991140407397e-213,4.166687573481857e-170
1231,5.795836536818562e-214,1.4398665514290667e-170
1232,1.609307152086531e-214,4.963491897032341e-171
1233,4.456390163673704e-215,1.706801429284009e-171
1234,1.2306816302249596e-215,5.854719670253405e-172
1235,3.389403319720274e-216,2.0033343746016087e-172
1236,9.309204309818298e-217,6.837885053502023e-173
1237,2.549825103565671e-217,2.328133777517995e-173
1238,6.964877214660459e-218,7.906942859835302e-174
1239,1.8972234418315664e-218,2.6786781377058016e-174
1240,5.1537355604957166e-219,9.051914510234926e-175
1241,1.3961146322693467e-219,3.051160313482668e-175
1242,3.771481436793056e-220,1.025866762781318e-175
1243,1.015994713443853e-220,3.440447212044609e-176
1244,2.729330392823231e-221,1.1508891191993096e-176
1245,7.311433872997191e-222,3.840107088067978e-177
1246,1.9531129366215233e-222,1.2780300160437958e-177
1247,5.2026794142534585e-223,4.2425133780153693e-178
1248,1.381968736370802e-223,1.4047091049959896e-178
1249,3.660474021084523e-224,4.639029423986727e-179
1250,9.668094630455153e-225,1.528065364921192e-179
1251,2.546275457831404e-225,5.020272774553053e-180
1252,6.6869374114853685e-226,1.6450524835029979e-180
1253,1.7510677496540413e-226,5.376451391618968e-181
1254,4.572238449906042e-227,1.752554987848775e-181
1255,1.1904232969056073e-227,5.697757579555618e-182
1256,3.090416115794948e-228,1.8475196522232807e-182
1257,7.99966590646517e-229,5.9747994143975585e-183
1258,2.0647259544893587e-229,1.9270949546983656e-183
1259,5.31355243286876e-230,6.199044542647369e-184
1260,1.3634392646864017e-230,1.9887700549846165e-184
1261,3.488278579970034e-231,6.363248047850259e-185
1262,8.89830539109308e-232,2.0305040976601475e-185
1263,2.263187075798418e-232,6.461835127080588e-186
1264,5.739139783428818e-233,2.050836730779801e-186
1265,1.4510505007870431e-233,6.491210858328125e-187
1266,3.657832226675894e-234,2.048971619734462e-187
1267,9.193199740111136e-235,6.449973402380671e-188
1268,2.3036016294813622e-235,2.0248263963455764e-188
1269,5.754954683910052e-236,6.339013324227668e-189
1270,1.433396532281216e-236,1.9790447933526024e-189
1271,3.559399514296507e-237,6.161489831352194e-190
1272,8.811890307177639e-238,1.9129694772817344e-190
1273,2.1749004019135436e-238,5.922683884646597e-191
1274,5.351599120818119e-239,1.828577053228261e-191
1275,1.3127971382474246e-239,5.629737476985651e-192
1276,3.210535155867681e-240,1.7283795889929887e-192
1277,7.827424506556705e-241,5.29129698776384e-193
1278,1.9024701772203453e-241,1.6152995125538043e-193
1279,4.609673618596747e-242,4.917085567071588e-194
1280,1.1134524030328529e-242,1.4925266323454422e-194
1281,2.681131300822545e-243,4.517434304614274e-195
1282,6.435839627878072e-244,1.3633671367929305e-195
1283,1.5400285821446093e-244,4.102804066126911e-196
1284,3.673537614558512e-245,1.2310946574833764e-196
1285,8.735102820173871e-246,3.6833291987926834e-197
1286,2.0704989895126556e-246,1.0988128351246485e-197
1287,4.892165252776974e-247,3.2684109866839018e-198
1288,1.1522372308510258e-247,9.69337408121175e-199
1289,2.7051599291890367e-248,2.8663832225897243e-199
1290,6.330671558769772e-249,8.45103827513575e-200
1291,1.476753211875782e-249,2.484265210628283e-200
1292,3.433703975648565e-250,7.281040202724328e-201
1293,7.958111425226069e-251,2.1276097054307415e-201
1294,1.8384204355159997e-251,6.19853430256431e-202
1295,4.2331407929110863e-252,1.8004455339400513e-202
1296,9.715362292967904e-253,5.213871096083401e-203
1297,2.2224348154093748e-253,1.505307669619599e-203
1298,5.0672007257359925e-254,4.332816241899511e-204
1299,1.1515200363858763e-254,1.2433419203671776e-204
1300,2.608161276042012e-255,3.5569802887540342e-205
1301,5.887787743707839e-256,1.014467530917744e-205
1302,1.3247068481417486e-256,2.8844024679672746e-206
1303,2.970520086767097e-257,8.175790415399657e-207
1304,6.638735879705031e-258,2.310228640916568e-207
1305,1.478677789929902e-258,6.507686225522213e-208
1306,3.2824038524487225e-259,1.8274257700303677e-208
1307,7.261658014162745e-260,5.115515701978002e-209
1308,1.6010314401466961e-260,1.4274819982609166e-209
1309,3.5178649250106803e-261,3.9708032516061926e-210
1310,7.703154294910115e-262,1.10105127242387e-210
1311,1.680981921891904e-262,3.043358141048081e-211
1312,3.655588762911354e-263,8.385129857476244e-212
1313,7.92220852411068e-264,2.3028866453241742e-212
1314,1.7108999527015477e-264,6.304289686143575e-213
1315,3.682028074147483e-265,1.7202649789974838e-213
1316,7.896386614279317e-266,4.67891161615399e-214
1317,1.6874977086505406e-266,1.268467437647769e-214
1318,3.593569722456751e-267,3.42762606634448e-215
1319,7.625558057134979e-268,9.23170225288946e-216
1320,1.612405979312431e-268,2.478214801430911e-216
1321,3.397260733878909e-269,6.630700904805812e-217
1322,7.132298829076251e-270,1.7682259243744071e-217
1323,1.4920067057998104e-270,4.699680580542444e-218
1324,3.1099040673044355e-271,1.2449319465599354e-218
1325,6.458810202570319e-272,3.2867292690615416e-219
1326,1.336539088550781e-272,8.648038833815488e-220
1327,2.755679311681296e-273,2.2677803825361978e-220
1328,5.66092982270354e-274,5.926636143481082e-221
1329,1.1586522874616998e-274,1.5435960056703816e-221
1330,2.3627559338551114e-275,4.0065567199888114e-222
1331,4.800418214974624e-276,1.0363711821058328e-222
1332,9.716901566729692e-277,2.6715285284662555e-223
1333,1.9595621654332768e-277,6.862759605911282e-224
1334,3.937012152598153e-278,1.7568157681294022e-224
1335,7.880337907010933e-279,4.4816305946459316e-225
1336,1.5714014973219848e-279,1.1392582542757308e-225
1337,3.1216739327895757e-280,2.8858811938184914e-226
1338,6.177883790939786e-281,7.284481530115051e-227
1339,1.2179724769416395e-281,1.8322154007311855e-227
1340,2.3920730062154683e-282,4.592041440356354e-228
1341,4.679982473052266e-283,1.146779994597116e-228
1342,9.120957647601323e-284,2.8535997759831868e-229
1343,1.7707473214636396e-284,7.075191770047297e-230
1344,3.42441322267708e-285,1.7478697778276986e-230
1345,6.596636889734386e-286,4.302284125140255e-231
1346,1.2657828525298052e-286,1.055119532239946e-231
1347,2.4192980374610407e-287,2.578161669356275e-232
1348,4.605813440827764e-288,6.276504422355955e-233
1349,8.733801801205979e-289,1.5223621669672583e-233
1350,1.649580454576059e-289,3.6787795836510696e-234
1351,3.1032013773302305e-290,8.856626497553554e-235
1352,5.814411371551517e-291,2.1242457108041245e-235
1353,1.0850603262717843e-291,5.075818125207324e-236
1354,2.016727805928943e-292,1.2082733716827068e-236
1355,3.733179238740915e-293,2.8653331040191403e-237
1356,6.88242321642372e-294,6.769064361550988e-238
1357,1.2636524678306205e-294,1.5930102741007808e-238
1358,2.3106298105045476e-295,3.7345446122125576e-239
1359,4.2076749910505595e-296,8.721246122860402e-240
1360,7.630547109101114e-297,2.028774902037005e-240
1361,1.3780449004444432e-297,4.701064020993029e-241
1362,2.4783219189547405e-298,1.0850704551493957e-241
1363,4.4384478725009294e-299,2.4946614057396162e-242
1364,7.915455622003342e-300,5.712806801899915e-243
1365,1.4056732168935855e-300,1.3030588271194508e-243
1366,2.4856998209904348e-301,2.960378872778591e-244
1367,4.3768431884102046e-302,6.6987153421890884e-245
1368,7.673850903261456e-303,1.5096935560857039e-245
1369,1.3396698720607316e-303,3.388684689455519e-246
1370,2.3286607292564105e-304,7.575487066138319e-247
1371,4.030236241541788e-305,1.686626399207279e-247
1372,6.944843047430656e-306,3.739796561130951e-248
1373,1.1914991338791932e-306,8.258279200683207e-249
1374,2.035241909424178e-307,1.8160814393503785e-249
1375,3.461154014492391e-308,3.977194716770676e-250
1376,5.86003070928038e-309,8.673725824720187e-251
1377,9.8774390657274e-310,1.883706686118944e-251
1378,1.65746998094306e-310,4.0737183151784057e-252
1379,2.768822381296e-311,8.772636515857599e-253
1380,4.60451434229e-312,1.881143453750551e-253
1381,7.6225979759e-313,4.0165897362484526e-254
1382,1.25615683855e-313,8.539410033684948e-255
1383,2.060621835e-314,1.807690475282927e-255
1384,3.36482192e-315,3.810105245344194e-256
1385,5.4695505e-316,7.995716397418023e-257
1386,8.853013e-317,1.6706136246715932e-257
1387,1.4290735e-317,3.475229728375854e-258
1388,2.319144e-318,7.197313617308108e-259
1389,3.9347e-319,1.4839771076034765e-259
1390,8.229e-320,3.046100360937701e-260
1391,2.94e-320,6.224603921582222e-261
1392,1.882e-320,1.2662513601413777e-261
1393,1.537e-320,2.56424137789981e-262
1394,1.2564e-320,5.169144235809333e-263
1395,1.073e-320,1.0372634120029002e-263
1396,8.73e-321,2.071857705820086e-264
1397,7.13e-321,4.119276495841952e-265
1398,5.835e-321,8.151953798528678e-266
1399,5.153e-321,1.6057270119732838e-266
1400,5.24e-321,3.148040717820084e-267
1401,4.81e-321,6.142665595704336e-268
1402,4.39e-321,1.1929176985891696e-268
1403,3.977e-321,2.305633271543754e-269
1404,3.735e-321,4.434912656434842e-270
1405,3.913e-321,8.489533813560076e-271
1406,3.81e-321,1.6172429615038096e-271
1407,3.725e-321,3.0658292356297425e-272
1408,3.745e-321,5.783495577554219e-273
1409,3.11e-321,1.0856528577040225e-273
1410,2.53e-321,2.0278598019847624e-274
1411,2.564e-321,3.7689412907316267e-275
1412,1.803e-321,6.969848172770589e-276
1413,2.06e-321,1.282441709318983e-276
1414,2.03e-321,2.347740350840071e-277
1415,1.433e-321,4.276103596705825e-278
1416,1.47e-321,7.748534532858665e-279
1417,1.69e-321,1.3968554568976912e-279
1418,1.29e-321,2.5051348465664897e-280
1419,1.245e-321,4.4693622104272853e-281
1420,1.76e-321,7.931982021756204e-282
1421,1.68e-321,1.4003170842830226e-282
1422,1.487e-321,2.4590433054063596e-283
1423,1.354e-321,4.2952412902573024e-284
1424,9.24e-322,7.462371690495922e-285
1425,8.25e-322,1.2894968266011996e-285
1426,9.8e-322,2.2161736051914567e-286
1427,9.93e-322,3.788028406041522e-287
1428,1.507e-321,6.4392355227973e-288
1429,1.695e-321,1.0885604387460346e-288
1430,1.97e-321,1.8300092584147768e-289
1431,1.705e-321,3.059297476091694e-290
1432,2.124e-321,5.0856072075880825e-291
1433,1.596e-321,8.406233084080633e-292
1434,1.655e-321,1.3815995802465786e-292
1435,1.83e-321,2.2577173291402296e-293
1436,1.01e-321,3.668156184030315e-294
1437,9.4e-322,5.925172905793191e-295
1438,1.334e-321,9.515093876346081e-296
1439,1.43e-321,1.5190345458320847e-296
1440,1.24e-321,2.41072809886531e-297
1441,7.36e-322,3.8031030283025637e-298
1442,5.53e-322,5.963761939587091e-299
1443,8.45e-322,9.295605965746473e-300
1444,1.117e-321,1.4401009774304937e-300
1445,9.54e-322,2.2174223857981635e-301
1446,6.57e-322,3.393331884226538e-302
1447,5.7e-322,5.16070018713302e-303
1448,4.05e-322,7.799684218427547e-304
1449,8.35e-322,1.1714209525502515e-304
1450,7.6e-322,1.7482267670683372e-305
1451,5.4e-322,2.5924616232818926e-306
1452,9.83e-322,3.819771888870907e-307
1453,1.56e-321,5.591824210409333e-308
1454,2.02e-321,8.132812965885667e-309
1455,2.055e-321,1.175111792912916e-309
1456,1.62e-321,1.68674086215215e-310
1457,1.61e-321,2.4050698989245e-311
1458,2.29e-321,3.40640498679e-312
1459,1.823e-321,4.792177318e-313
1460,1.996e-321,6.6960073875e-314
1461,2.253e-321,9.29229806e-315
1462,1.5e-321,1.280646237e-315
1463,1.55e-321,1.7526279e-316
1464,1.734e-321,2.380846e-317
1465,1.487e-321,3.20246e-318
1466,1.215e-321,4.19274e-319
1467,9.14e-322,4.6655e-320
1468,4.64e-322,-2.29e-321
1469,6.23e-322,-8.117e-321
1470,7.16e-322,-8.27e-321
1471,4.94e-322,-7.727e-321
1472,3.95e-322,-7.13e-321
1473,4e-322,-6.527e-321
1474,2.9e-322,-5.973e-321
1475,5e-322,-5.445e-321
1476,7.3e-322,-4.946e-321
1477,5.4e-322,-4.496e-321
1478,1.5e-323,-4.06e-321
1479,-5.9e-322,-3.666e-321
1480,-3.85e-322,-3.31e-321
1481,-2.5e-322,-2.974e-321
1482,4e-323,-2.653e-321
1483,1.73e-322,-2.34e-321
1484,4.84e-322,-2.07e-321
1485,-4e-323,-1.833e-321
1486,-1.24e-322,-1.6e-321
1487,4.2e-322,-1.4e-321
1488,3.36e-322,-1.225e-321
1489,4.4e-322,-1.06e-321
1490,6.13e-322,-9.04e-322
1491,-5.4e-323,-7.8e-322
1492,-6.77e-322,-6.57e-322
1493,-9.63e-322,-5.83e-322
1494,-1.146e-321,-4.7e-322
1495,-1.31e-321,-3.8e-322
1496,-1.25e-321,-3.06e-322
1497,-1.176e-321,-2.47e-322
1498,-6e-322,-2.1e-322
1499,-7.56e-322,-1.8e-322
1500,-1.136e-321,-1.4e-322
1501,-7.46e-322,-1.2e-322
1502,-9.6e-322,-8e-323
1503,-1.166e-321,-6e-323
1504,-5.93e-322,-4e-323
1505,-2.67e-322,-4e-323
1506,-9e-323,-2.5e-323
1507,-1e-323,-1e-323
1508,0.0,-1e-323
1509,0.0,5e-324
1510,0.0,5e-324
1511,0.0,-1e-323
1512,0.0,0.0
1513,0.0,1.5e-323
1514,0.0,2e-323
1515,0.0,2e-323
1516,0.0,3e-323
1517,0.0,3.5e-323
1518,0.0,4e-323
1519,0.0,4e-323
1520,0.0,5e-323
1521,0.0,3.5e-323
1522,0.0,3e-323
1523,0.0,3.5e-323
1524,0.0,3.5e-323
1525,0.0,4e-323
1526,0.0,4e-323
1527,0.0,3.5e-323
1528,0.0,3e-323
1529,0.0,4.4e-323
1530,0.0,4e-323
1531,0.0,5e-323
1532,0.0,5.4e-323
1533,0.0,3.5e-323
1534,0.0,3.5e-323
1535,0.0,4.4e-323
1536,0.0,3.5e-323
1537,0.0,2.5e-323
1538,0.0,5e-324
1539,0.0,1e-323
1540,0.0,2e-323
1541,0.0,2e-323
1542,0.0,1.5e-323
1543,0.0,1e-323
1544,0.0,-1.5e-323
1545,0.0,0.0
1546,0.0,0.0
1547,0.0,0.0
1548,0.0,0.0
1549,0.0,0.0
1550,0.0,0.0
1551,0.0,0.0
1552,0.0,0.0
1553,0.0,0.0
1554,0.0,0.0
1555,0.0,0.0
1556,0.0,0.0
1557,0.0,0.0
1558,0.0,0.0
1559,0.0,0.0
1560,0.0,0.0
1561,0.0,0.0
1562,0.0,0.0
1563,0.0,0.0
1564,0.0,0.0
1565,0.0,0.0
1566,0.0,0.0
1567,0.0,0.0
1568,0.0,0.0
1569,0.0,0.0
1570,0.0,0.0
1571,0.0,0.0
1572,0.0,0.0
1573,0.0,0.0
1574,0.0,0.0
1575,0.0,0.0
1576,0.0,0.0
1577,0.0,0.0
1578,0.0,0.0
1579,0.0,0.0
1580,0.0,0.0
1581,0.0,0.0
1582,0.0,0.0
1583,0.0,0.0
1584,0.0,0.0
1585,0.0,0.0
1586,0.0,0.0
1587,0.0,0.0
1588,0.0,0.0
1589,0.0,0.0
1590,0.0,0.0
1591,0.0,0.0
1592,0.0,0.0
1593,0.0,0.0
1594,0.0,0.0
1595,0.0,0.0
1596,0.0,0.0
1597,0.0,0.0
1598,0.0,0.0
1599,0.0,0.0
1600,0.0,0.0
